user_id,attr_1,attr_2,attr_3,age,domain
23159,1.0,1.0,2.0,20.0,@gmail.com
23160,1.0,1.0,1.0,33.0,@gmail.com
23161,1.0,1.0,2.0,27.0,@gmail.com
23162,1.0,1.0,2.0,29.0,@gmail.com
23163,1.0,1.0,4.0,50.0,@gmail.com
23164,1.0,1.0,1.0,37.0,@gmail.com
23165,1.0,1.0,1.0,29.0,@gmail.com
23166,1.0,1.0,2.0,44.0,@hotmail.com
23167,1.0,1.0,1.0,34.0,@gmail.com
23168,1.0,1.0,1.0,39.0,@gmail.com
23169,,1.0,0.0,,@ymail.com
23170,1.0,1.0,2.0,22.0,@gmail.com
23171,1.0,1.0,2.0,30.0,@ymail.com
23172,1.0,1.0,2.0,23.0,@gmail.com
23173,1.0,1.0,1.0,31.0,@gmail.com
23174,1.0,1.0,1.0,32.0,@gmail.com
23175,,1.0,0.0,,@gmail.com
23176,,1.0,0.0,,@yahoo.com
23177,1.0,1.0,2.0,54.0,@hotmail.com
23178,1.0,1.0,1.0,25.0,@gmail.com
23179,1.0,1.0,1.0,28.0,@gmail.com
23180,1.0,1.0,2.0,22.0,@gmail.com
23181,1.0,1.0,2.0,28.0,@gmail.com
23182,1.0,1.0,4.0,25.0,@gmail.com
23183,1.0,1.0,2.0,33.0,@gmail.com
23184,1.0,1.0,2.0,21.0,@gmail.com
23185,1.0,1.0,2.0,38.0,@gmail.com
23186,1.0,1.0,2.0,23.0,@gmail.com
23187,1.0,1.0,1.0,39.0,@yahoo.com
23188,,1.0,0.0,,@gmail.com
23189,1.0,1.0,1.0,30.0,@gmail.com
23190,1.0,1.0,2.0,28.0,@gmail.com
23191,1.0,1.0,2.0,35.0,@gmail.com
23192,,1.0,0.0,,@yahoo.com
23193,1.0,1.0,1.0,34.0,@hotmail.com
23194,1.0,1.0,4.0,22.0,@gmail.com
23195,1.0,1.0,2.0,34.0,@gmail.com
23196,,1.0,0.0,,@gmail.com
23197,1.0,1.0,1.0,33.0,@gmail.com
23198,1.0,1.0,2.0,27.0,@gmail.com
23199,1.0,1.0,1.0,35.0,@gmail.com
23200,1.0,1.0,1.0,33.0,@gmail.com
23201,,1.0,0.0,,@gmail.com
23202,,1.0,0.0,,@gmail.com
23203,1.0,1.0,2.0,30.0,@gmail.com
23204,1.0,1.0,2.0,39.0,@gmail.com
23205,1.0,1.0,2.0,30.0,@gmail.com
23206,1.0,1.0,2.0,118.0,@gmail.com
23207,1.0,1.0,2.0,25.0,@gmail.com
23208,1.0,1.0,2.0,21.0,@gmail.com
23209,1.0,1.0,1.0,55.0,@yahoo.com
23210,1.0,1.0,2.0,21.0,@gmail.com
23211,,1.0,0.0,,@gmail.com
23212,1.0,1.0,1.0,31.0,@gmail.com
23213,1.0,1.0,2.0,34.0,@gmail.com
23214,1.0,1.0,2.0,36.0,@gmail.com
23215,1.0,1.0,1.0,24.0,@gmail.com
23216,1.0,1.0,2.0,25.0,@gmail.com
23217,1.0,1.0,1.0,37.0,@gmail.com
23218,1.0,1.0,3.0,43.0,@gmail.com
23219,1.0,1.0,2.0,22.0,@gmail.com
23220,1.0,1.0,1.0,33.0,@gmail.com
23221,1.0,1.0,1.0,33.0,@gmail.com
23222,,1.0,0.0,,@yahoo.com
23223,1.0,1.0,2.0,26.0,@gmail.com
23224,1.0,1.0,2.0,27.0,@gmail.com
23225,1.0,1.0,1.0,40.0,@gmail.com
23226,1.0,1.0,1.0,35.0,@gmail.com
23227,1.0,1.0,1.0,30.0,@yahoo.com
23228,,1.0,0.0,,@hotmail.com
23229,1.0,1.0,2.0,25.0,@gmail.com
23230,1.0,1.0,1.0,43.0,@gmail.com
23231,1.0,1.0,1.0,32.0,@gmail.com
23232,1.0,1.0,2.0,27.0,@gmail.com
23233,1.0,1.0,1.0,18.0,@gmail.com
23234,1.0,1.0,1.0,33.0,@gmail.com
23235,1.0,1.0,1.0,29.0,@gmail.com
23236,1.0,1.0,1.0,32.0,@gmail.com
23237,1.0,1.0,1.0,29.0,@gmail.com
23238,1.0,1.0,2.0,23.0,@gmail.com
23239,1.0,1.0,1.0,39.0,@gmail.com
23240,,1.0,0.0,,@yahoo.com
23241,1.0,1.0,1.0,43.0,@gmail.com
23242,1.0,1.0,2.0,27.0,@gmail.com
23243,1.0,1.0,2.0,37.0,@yahoo.com
23244,1.0,1.0,1.0,56.0,@gmail.com
23245,1.0,1.0,1.0,26.0,@gmail.com
23246,1.0,1.0,1.0,45.0,@gmail.com
23247,1.0,1.0,2.0,36.0,@hotmail.com
23248,1.0,1.0,2.0,43.0,@gmail.com
23249,1.0,1.0,2.0,27.0,@gmail.com
23250,1.0,1.0,2.0,35.0,@gmail.com
23251,1.0,1.0,1.0,46.0,@gmail.com
23252,1.0,1.0,2.0,50.0,@gmail.com
23253,1.0,1.0,2.0,21.0,@gmail.com
23254,1.0,1.0,2.0,23.0,@gmail.com
23255,1.0,1.0,1.0,27.0,@gmail.com
23256,1.0,1.0,2.0,26.0,@gmail.com
23257,,1.0,0.0,,@gmail.com
23258,1.0,1.0,1.0,38.0,@gmail.com
23259,1.0,1.0,2.0,20.0,@gmail.com
23260,1.0,1.0,1.0,30.0,@yahoo.com
23261,,1.0,0.0,,@outlook.com
23262,1.0,1.0,1.0,50.0,@gmail.com
23263,1.0,1.0,2.0,45.0,@yahoo.com
23264,1.0,1.0,2.0,33.0,@gmail.com
23265,1.0,1.0,1.0,37.0,@gmail.com
23266,1.0,1.0,2.0,39.0,@gmail.com
23267,1.0,1.0,2.0,34.0,@yahoo.com
23268,,1.0,0.0,,@gmail.com
23269,1.0,1.0,2.0,30.0,@gmail.com
23270,,1.0,0.0,,@gmail.com
23271,1.0,1.0,2.0,30.0,@hotmail.com
23272,1.0,1.0,1.0,40.0,@gmail.com
23273,1.0,1.0,1.0,48.0,@gmail.com
23274,1.0,1.0,4.0,24.0,@gmail.com
23275,,1.0,0.0,,@gmail.com
23276,1.0,1.0,2.0,25.0,@gmail.com
23277,1.0,1.0,2.0,23.0,@gmail.com
23278,1.0,1.0,2.0,25.0,@gmail.com
23279,1.0,1.0,1.0,37.0,@hotmail.com
23280,1.0,1.0,1.0,34.0,@gmail.com
23281,1.0,1.0,1.0,35.0,@gmail.com
23282,1.0,1.0,2.0,22.0,@gmail.com
23283,1.0,1.0,2.0,46.0,@gmail.com
23284,1.0,1.0,1.0,22.0,@gmail.com
23285,1.0,1.0,1.0,25.0,@gmail.com
23286,1.0,1.0,2.0,28.0,@gmail.com
23287,1.0,1.0,2.0,24.0,@yahoo.com
23288,,1.0,0.0,,@yahoo.com
23289,1.0,1.0,1.0,26.0,@gmail.com
23290,1.0,1.0,4.0,28.0,@gmail.com
23291,1.0,1.0,2.0,22.0,@gmail.com
23292,1.0,1.0,2.0,23.0,@gmail.com
23293,1.0,1.0,2.0,26.0,@gmail.com
23294,1.0,1.0,1.0,28.0,@gmail.com
23295,,1.0,0.0,,@gmail.com
23296,1.0,1.0,1.0,26.0,@gmail.com
23297,,1.0,0.0,,@gmail.com
23298,1.0,1.0,1.0,31.0,@gmail.com
23299,1.0,1.0,2.0,31.0,@gmail.com
23300,1.0,1.0,2.0,28.0,@gmail.com
23301,1.0,1.0,4.0,49.0,@gmail.com
23302,,1.0,0.0,,@gmail.com
23303,1.0,1.0,1.0,41.0,@gmail.com
23304,,1.0,0.0,,@gmail.com
23305,1.0,1.0,2.0,28.0,@gmail.com
23306,1.0,1.0,2.0,40.0,@gmail.com
23307,,1.0,0.0,,@gmail.com
23308,1.0,1.0,1.0,40.0,@gmail.com
23309,1.0,1.0,1.0,36.0,@gmail.com
23310,1.0,1.0,2.0,26.0,@gmail.com
23311,1.0,1.0,2.0,22.0,@gmail.com
23312,1.0,1.0,2.0,25.0,@hotmail.com
23313,1.0,1.0,1.0,49.0,@gmail.com
23314,,1.0,0.0,,@gmail.com
23315,1.0,1.0,1.0,32.0,@gmail.com
23316,1.0,1.0,1.0,38.0,@gmail.com
23317,,1.0,0.0,,@yahoo.com
23318,1.0,1.0,2.0,30.0,@gmail.com
23319,1.0,1.0,2.0,35.0,@gmail.com
23320,1.0,1.0,1.0,27.0,@gmail.com
23321,,1.0,0.0,,@gmail.com
23322,1.0,1.0,1.0,37.0,@gmail.com
23323,1.0,1.0,1.0,28.0,@gmail.com
23324,1.0,1.0,1.0,20.0,@icloud.com
23325,,1.0,0.0,,@gmail.com
23326,1.0,1.0,2.0,22.0,@gmail.com
23327,1.0,1.0,2.0,25.0,@gmail.com
23328,1.0,1.0,1.0,39.0,@gmail.com
23329,1.0,1.0,1.0,36.0,@gmail.com
23330,1.0,1.0,1.0,23.0,@gmail.com
23331,1.0,1.0,2.0,25.0,@gmail.com
23332,1.0,1.0,3.0,23.0,@gmail.com
23333,,1.0,0.0,,@gmail.com
23334,1.0,1.0,2.0,74.0,@gmail.com
23335,1.0,1.0,3.0,2.0,@gmail.com
23336,1.0,1.0,2.0,31.0,@yahoo.com
23337,1.0,1.0,2.0,28.0,@yahoo.com
23338,1.0,1.0,1.0,48.0,@gmail.com
23339,1.0,1.0,2.0,24.0,@gmail.com
23340,1.0,1.0,2.0,28.0,@gmail.com
23341,1.0,1.0,1.0,34.0,@gmail.com
23342,1.0,1.0,2.0,28.0,@gmail.com
23343,1.0,1.0,2.0,23.0,@hotmail.com
23344,1.0,1.0,2.0,24.0,@gmail.com
23345,1.0,1.0,2.0,27.0,@gmail.com
23346,1.0,1.0,2.0,29.0,@gmail.com
23347,1.0,1.0,2.0,37.0,@gmail.com
23348,1.0,1.0,4.0,50.0,@gmail.com
23349,1.0,1.0,2.0,32.0,@gmail.com
23350,1.0,1.0,4.0,30.0,@gmail.com
23351,1.0,1.0,2.0,24.0,@gmail.com
23352,1.0,1.0,1.0,41.0,@gmail.com
23353,1.0,1.0,4.0,30.0,@gmail.com
23354,1.0,1.0,2.0,32.0,@gmail.com
23355,1.0,1.0,2.0,43.0,@yahoo.com
23356,1.0,1.0,2.0,22.0,@gmail.com
23357,1.0,1.0,2.0,34.0,@gmail.com
23358,1.0,1.0,1.0,25.0,@gmail.com
23359,1.0,1.0,2.0,34.0,@yahoo.com
23360,1.0,1.0,2.0,19.0,@gmail.com
23361,1.0,1.0,1.0,28.0,@gmail.com
23362,1.0,1.0,3.0,25.0,@gmail.com
23363,1.0,1.0,2.0,24.0,@gmail.com
23364,1.0,1.0,1.0,38.0,@gmail.com
23365,1.0,1.0,1.0,37.0,@yahoo.com
23366,1.0,1.0,1.0,26.0,@gmail.com
23367,,1.0,0.0,,@gmail.com
23368,1.0,1.0,2.0,21.0,@gmail.com
23369,1.0,1.0,4.0,29.0,@gmail.com
23370,1.0,1.0,2.0,34.0,@gmail.com
23371,1.0,1.0,2.0,50.0,@gmail.com
23372,,1.0,0.0,,@gmail.com
23373,1.0,1.0,2.0,36.0,@gmail.com
23374,1.0,1.0,1.0,23.0,@gmail.com
23375,,1.0,0.0,,@gmail.com
23376,1.0,1.0,2.0,29.0,@gmail.com
23377,1.0,1.0,2.0,36.0,@gmail.com
23378,1.0,1.0,1.0,47.0,@gmail.com
23379,,1.0,0.0,,@gmail.com
23380,1.0,1.0,1.0,28.0,@gmail.com
23381,1.0,1.0,1.0,27.0,@gmail.com
23382,1.0,1.0,1.0,29.0,@gmail.com
23383,1.0,1.0,3.0,50.0,@gmail.com
23384,1.0,1.0,2.0,50.0,@gmail.com
23385,,1.0,0.0,,@gmail.com
23386,1.0,1.0,2.0,24.0,@gmail.com
23387,1.0,1.0,1.0,24.0,@gmail.com
23388,1.0,1.0,1.0,29.0,@gmail.com
23389,1.0,1.0,2.0,28.0,@hotmail.com
23390,1.0,1.0,2.0,22.0,@gmail.com
23391,1.0,1.0,2.0,32.0,@gmail.com
23392,,1.0,0.0,,@gmail.com
23393,1.0,1.0,2.0,31.0,@hotmail.com
23394,1.0,1.0,2.0,31.0,@gmail.com
23395,1.0,1.0,1.0,32.0,@gmail.com
23396,,1.0,0.0,,@gmail.com
23397,1.0,1.0,1.0,22.0,@gmail.com
23398,1.0,1.0,4.0,31.0,@gmail.com
23399,1.0,1.0,2.0,35.0,@gmail.com
23400,1.0,1.0,1.0,39.0,@gmail.com
23401,1.0,1.0,1.0,24.0,@gmail.com
23402,,1.0,0.0,,@gmail.com
23403,,1.0,0.0,,@gmail.com
23404,,1.0,0.0,,@gmail.com
23405,1.0,1.0,1.0,39.0,other
23406,1.0,1.0,2.0,31.0,@gmail.com
23407,1.0,1.0,2.0,33.0,@hotmail.com
23408,1.0,1.0,1.0,20.0,@gmail.com
23409,1.0,1.0,2.0,28.0,@gmail.com
23410,1.0,1.0,2.0,23.0,@gmail.com
23411,1.0,1.0,2.0,36.0,@gmail.com
23412,1.0,1.0,1.0,25.0,@gmail.com
23413,1.0,1.0,2.0,26.0,@hotmail.com
23414,1.0,1.0,1.0,30.0,@gmail.com
23415,,1.0,0.0,,@gmail.com
23416,1.0,1.0,2.0,43.0,@gmail.com
23417,,1.0,0.0,,@gmail.com
23418,1.0,1.0,1.0,40.0,@gmail.com
23419,1.0,1.0,3.0,50.0,@yahoo.com
23420,1.0,1.0,1.0,34.0,@gmail.com
23421,1.0,1.0,2.0,24.0,@gmail.com
23422,1.0,1.0,1.0,38.0,@gmail.com
23423,1.0,1.0,2.0,27.0,@gmail.com
23424,1.0,1.0,2.0,22.0,@gmail.com
23425,1.0,1.0,2.0,34.0,@gmail.com
23426,,1.0,0.0,,@gmail.com
23427,1.0,1.0,2.0,43.0,@gmail.com
23428,1.0,1.0,1.0,33.0,@gmail.com
23429,1.0,1.0,2.0,29.0,@gmail.com
23430,,1.0,0.0,,@gmail.com
23431,,1.0,0.0,,@gmail.com
23432,1.0,1.0,2.0,23.0,@gmail.com
23433,1.0,1.0,2.0,28.0,@gmail.com
23434,1.0,1.0,2.0,23.0,@gmail.com
23435,1.0,1.0,1.0,41.0,@gmail.com
23436,1.0,1.0,2.0,27.0,@gmail.com
23437,1.0,1.0,2.0,28.0,@gmail.com
23438,1.0,1.0,2.0,19.0,@gmail.com
23439,1.0,1.0,1.0,16.0,@gmail.com
23440,1.0,1.0,2.0,30.0,@gmail.com
23441,,1.0,0.0,,@gmail.com
23442,,1.0,0.0,,@icloud.com
23443,1.0,1.0,2.0,19.0,@gmail.com
23444,1.0,1.0,1.0,38.0,other
23445,1.0,1.0,2.0,18.0,@gmail.com
23446,1.0,1.0,1.0,28.0,@gmail.com
23447,1.0,1.0,1.0,38.0,@gmail.com
23448,1.0,1.0,2.0,24.0,@gmail.com
23449,1.0,1.0,1.0,24.0,@gmail.com
23450,1.0,1.0,1.0,33.0,@gmail.com
23451,1.0,1.0,2.0,32.0,@gmail.com
23452,1.0,1.0,1.0,27.0,@gmail.com
23453,1.0,1.0,2.0,29.0,@gmail.com
23454,1.0,1.0,1.0,31.0,@gmail.com
23455,1.0,1.0,2.0,29.0,@yahoo.com
23456,1.0,1.0,2.0,27.0,@gmail.com
23457,1.0,1.0,2.0,29.0,@gmail.com
23458,1.0,1.0,1.0,44.0,@gmail.com
23459,1.0,1.0,2.0,28.0,@gmail.com
23460,1.0,1.0,2.0,22.0,@gmail.com
23461,1.0,0.0,1.0,31.0,@gmail.com
23462,1.0,1.0,2.0,25.0,@gmail.com
23463,,1.0,0.0,,@gmail.com
23464,1.0,1.0,3.0,50.0,@gmail.com
23465,1.0,1.0,1.0,43.0,@hotmail.com
23466,1.0,1.0,2.0,21.0,@gmail.com
23467,1.0,1.0,2.0,47.0,@gmail.com
23468,1.0,1.0,2.0,32.0,@hotmail.com
23469,,1.0,0.0,,@gmail.com
23470,1.0,1.0,2.0,23.0,@gmail.com
23471,1.0,1.0,4.0,20.0,@gmail.com
23472,1.0,1.0,1.0,28.0,@gmail.com
23473,,1.0,0.0,,@gmail.com
23474,,1.0,0.0,,@gmail.com
23475,1.0,1.0,2.0,27.0,@yahoo.com
23476,,1.0,0.0,,@gmail.com
23477,1.0,1.0,1.0,45.0,@gmail.com
23478,1.0,1.0,1.0,32.0,@gmail.com
23479,1.0,1.0,2.0,33.0,@yahoo.com
23480,,1.0,0.0,,@hotmail.com
23481,1.0,1.0,1.0,48.0,@gmail.com
23482,1.0,1.0,2.0,27.0,@gmail.com
23483,1.0,1.0,3.0,32.0,@gmail.com
23484,1.0,1.0,2.0,32.0,@gmail.com
23485,1.0,1.0,2.0,34.0,@gmail.com
23486,,1.0,0.0,,@gmail.com
23487,1.0,1.0,1.0,33.0,@gmail.com
23488,1.0,1.0,3.0,29.0,@gmail.com
23489,,1.0,0.0,,@gmail.com
23490,1.0,1.0,1.0,29.0,@gmail.com
23491,,1.0,0.0,,@gmail.com
23492,1.0,1.0,3.0,24.0,@gmail.com
23493,1.0,1.0,1.0,37.0,@gmail.com
23494,1.0,1.0,2.0,19.0,@gmail.com
23495,1.0,1.0,1.0,26.0,@gmail.com
23496,1.0,1.0,2.0,28.0,@gmail.com
23497,1.0,1.0,2.0,29.0,@gmail.com
23498,1.0,1.0,2.0,37.0,@gmail.com
23499,1.0,1.0,2.0,28.0,@yahoo.com
23500,1.0,1.0,1.0,2.0,@gmail.com
23501,1.0,1.0,2.0,35.0,@gmail.com
23502,1.0,1.0,4.0,22.0,@gmail.com
23503,1.0,1.0,1.0,28.0,@gmail.com
23504,,1.0,0.0,,@yahoo.com
23505,1.0,1.0,2.0,46.0,@yahoo.com
23506,1.0,1.0,2.0,23.0,@gmail.com
23507,,1.0,0.0,,@gmail.com
23508,,1.0,0.0,,@gmail.com
23509,1.0,1.0,3.0,42.0,@gmail.com
23510,1.0,1.0,1.0,37.0,@gmail.com
23511,,1.0,0.0,,@yahoo.com
23512,1.0,1.0,1.0,28.0,@gmail.com
23513,1.0,1.0,1.0,32.0,@gmail.com
23514,1.0,1.0,1.0,32.0,@gmail.com
23515,1.0,1.0,1.0,26.0,@gmail.com
23516,1.0,1.0,2.0,49.0,@gmail.com
23517,1.0,1.0,2.0,26.0,@gmail.com
23518,1.0,1.0,2.0,29.0,@gmail.com
23519,1.0,1.0,2.0,23.0,@gmail.com
23520,1.0,1.0,2.0,22.0,@gmail.com
23521,1.0,1.0,1.0,34.0,@gmail.com
23522,1.0,1.0,2.0,23.0,@gmail.com
23523,1.0,1.0,2.0,30.0,@gmail.com
23524,1.0,1.0,1.0,32.0,@gmail.com
23525,1.0,1.0,2.0,23.0,@gmail.com
23526,1.0,1.0,2.0,34.0,@gmail.com
23527,1.0,1.0,2.0,19.0,@gmail.com
23528,1.0,1.0,2.0,33.0,@gmail.com
23529,1.0,1.0,2.0,31.0,@gmail.com
23530,1.0,1.0,2.0,34.0,@gmail.com
23531,1.0,1.0,1.0,37.0,@gmail.com
23532,1.0,1.0,2.0,31.0,@gmail.com
23533,1.0,1.0,1.0,27.0,@gmail.com
23534,,1.0,0.0,,@gmail.com
23535,1.0,1.0,1.0,40.0,@gmail.com
23536,1.0,1.0,2.0,40.0,@yahoo.com
23537,1.0,1.0,1.0,24.0,@gmail.com
23538,1.0,1.0,2.0,23.0,@gmail.com
23539,1.0,1.0,2.0,27.0,@gmail.com
23540,1.0,1.0,2.0,45.0,@yahoo.com
23541,1.0,1.0,1.0,0.0,@gmail.com
23542,1.0,1.0,2.0,22.0,@yahoo.com
23543,1.0,1.0,1.0,49.0,@yahoo.com
23544,,1.0,0.0,,@gmail.com
23545,1.0,1.0,2.0,29.0,@gmail.com
23546,1.0,1.0,2.0,35.0,@yahoo.com
23547,,1.0,0.0,,@gmail.com
23548,,1.0,0.0,,@gmail.com
23549,1.0,1.0,1.0,21.0,@gmail.com
23550,1.0,1.0,2.0,43.0,@gmail.com
23551,1.0,1.0,1.0,18.0,@gmail.com
23552,1.0,1.0,2.0,31.0,@gmail.com
23553,1.0,1.0,1.0,39.0,@gmail.com
23554,1.0,1.0,2.0,30.0,@gmail.com
23555,1.0,1.0,2.0,32.0,@yahoo.com
23556,,1.0,0.0,,@gmail.com
23557,1.0,1.0,2.0,26.0,@gmail.com
23558,1.0,1.0,1.0,32.0,@gmail.com
23559,1.0,1.0,1.0,32.0,@gmail.com
23560,,1.0,0.0,,@gmail.com
23561,1.0,1.0,2.0,21.0,@gmail.com
23562,1.0,1.0,2.0,20.0,@gmail.com
23563,1.0,1.0,1.0,51.0,@gmail.com
23564,1.0,1.0,1.0,33.0,@yahoo.com
23565,,1.0,0.0,,@gmail.com
23566,1.0,1.0,1.0,21.0,@gmail.com
23567,1.0,1.0,4.0,49.0,@gmail.com
23568,1.0,1.0,1.0,24.0,@gmail.com
23569,,1.0,0.0,,@gmail.com
23570,1.0,1.0,2.0,27.0,@gmail.com
23571,1.0,1.0,2.0,34.0,@gmail.com
23572,,1.0,0.0,,@gmail.com
23573,1.0,1.0,1.0,39.0,@outlook.com
23574,1.0,1.0,1.0,31.0,@gmail.com
23575,,1.0,0.0,,@gmail.com
23576,1.0,1.0,2.0,27.0,@gmail.com
23577,1.0,1.0,1.0,28.0,@gmail.com
23578,1.0,1.0,2.0,43.0,@gmail.com
23579,1.0,1.0,2.0,46.0,@gmail.com
23580,1.0,0.0,2.0,39.0,@hotmail.com
23581,1.0,1.0,2.0,29.0,@yahoo.com
23582,1.0,1.0,2.0,21.0,@gmail.com
23583,1.0,1.0,2.0,46.0,@yahoo.com
23584,1.0,1.0,2.0,33.0,@gmail.com
23585,1.0,1.0,1.0,17.0,@gmail.com
23586,1.0,1.0,1.0,25.0,@gmail.com
23587,1.0,1.0,1.0,35.0,@yahoo.com
23588,1.0,1.0,1.0,19.0,@gmail.com
23589,1.0,1.0,1.0,34.0,@gmail.com
23590,1.0,1.0,2.0,35.0,@gmail.com
23591,1.0,1.0,1.0,32.0,@gmail.com
23592,1.0,1.0,2.0,24.0,@gmail.com
23593,1.0,1.0,2.0,47.0,@yahoo.com
23594,,1.0,0.0,,@gmail.com
23595,1.0,1.0,1.0,27.0,@gmail.com
23596,1.0,1.0,2.0,20.0,@gmail.com
23597,1.0,1.0,1.0,46.0,@hotmail.com
23598,,1.0,0.0,,@gmail.com
23599,1.0,1.0,2.0,25.0,@gmail.com
23600,1.0,1.0,2.0,23.0,@gmail.com
23601,1.0,1.0,2.0,25.0,@gmail.com
23602,1.0,1.0,1.0,28.0,@gmail.com
23603,,1.0,0.0,,@gmail.com
23604,,1.0,0.0,,@gmail.com
23605,1.0,1.0,2.0,19.0,@gmail.com
23606,1.0,1.0,2.0,36.0,@gmail.com
23607,1.0,1.0,2.0,21.0,@gmail.com
23608,1.0,1.0,1.0,48.0,@gmail.com
23609,,1.0,0.0,,@gmail.com
23610,,1.0,0.0,,@gmail.com
23611,1.0,1.0,2.0,33.0,@gmail.com
23612,1.0,1.0,2.0,26.0,@gmail.com
23613,,1.0,0.0,,@gmail.com
23614,1.0,1.0,1.0,35.0,@gmail.com
23615,1.0,1.0,2.0,22.0,@gmail.com
23616,1.0,1.0,1.0,43.0,@gmail.com
23617,1.0,1.0,2.0,29.0,@yahoo.com
23618,1.0,1.0,2.0,21.0,@gmail.com
23619,1.0,1.0,1.0,29.0,@gmail.com
23620,1.0,1.0,2.0,25.0,@gmail.com
23621,1.0,1.0,3.0,23.0,@gmail.com
23622,1.0,1.0,2.0,42.0,@yahoo.com
23623,1.0,1.0,1.0,47.0,@gmail.com
23624,1.0,1.0,4.0,37.0,@gmail.com
23625,,1.0,0.0,,@gmail.com
23626,1.0,1.0,2.0,27.0,@gmail.com
23627,,1.0,0.0,,@gmail.com
23628,1.0,1.0,1.0,32.0,@gmail.com
23629,1.0,1.0,1.0,43.0,@yahoo.com
23630,1.0,1.0,2.0,23.0,@gmail.com
23631,,1.0,0.0,,@gmail.com
23632,1.0,1.0,2.0,21.0,@gmail.com
23633,,1.0,0.0,,@gmail.com
23634,,1.0,0.0,,@gmail.com
23635,,1.0,0.0,,@gmail.com
23636,1.0,1.0,1.0,30.0,@gmail.com
23637,1.0,1.0,2.0,36.0,@yahoo.com
23638,1.0,1.0,2.0,28.0,@gmail.com
23639,,1.0,0.0,,@hotmail.com
23640,1.0,1.0,2.0,25.0,@yahoo.com
23641,1.0,1.0,2.0,24.0,@gmail.com
23642,1.0,1.0,2.0,30.0,@hotmail.com
23643,1.0,1.0,1.0,39.0,@yahoo.com
23644,1.0,1.0,2.0,26.0,@gmail.com
23645,,1.0,0.0,,@gmail.com
23646,,1.0,0.0,,@gmail.com
23647,1.0,1.0,1.0,29.0,@gmail.com
23648,1.0,1.0,1.0,4.0,@gmail.com
23649,1.0,1.0,2.0,53.0,@gmail.com
23650,1.0,1.0,2.0,22.0,@gmail.com
23651,,1.0,0.0,,@gmail.com
23652,1.0,1.0,2.0,27.0,@gmail.com
23653,1.0,1.0,2.0,24.0,@gmail.com
23654,1.0,1.0,1.0,51.0,@gmail.com
23655,,1.0,0.0,,@gmail.com
23656,1.0,1.0,2.0,40.0,@gmail.com
23657,1.0,1.0,1.0,50.0,@gmail.com
23658,1.0,1.0,2.0,30.0,@gmail.com
23659,1.0,1.0,4.0,26.0,@gmail.com
23660,1.0,1.0,1.0,20.0,@gmail.com
23661,,1.0,0.0,,@gmail.com
23662,,1.0,0.0,,@gmail.com
23663,1.0,1.0,2.0,24.0,@gmail.com
23664,1.0,1.0,2.0,36.0,@gmail.com
23665,1.0,1.0,2.0,25.0,@gmail.com
23666,1.0,1.0,2.0,37.0,@gmail.com
23667,1.0,1.0,2.0,24.0,@gmail.com
23668,,1.0,0.0,,@gmail.com
23669,,1.0,0.0,,@gmail.com
23670,,1.0,0.0,,@gmail.com
23671,1.0,1.0,1.0,37.0,other
23672,1.0,1.0,1.0,54.0,other
23673,1.0,1.0,1.0,39.0,@gmail.com
23674,1.0,1.0,1.0,23.0,@gmail.com
23675,1.0,1.0,4.0,57.0,@gmail.com
23676,1.0,1.0,2.0,22.0,other
23677,1.0,1.0,2.0,34.0,@gmail.com
23678,1.0,1.0,2.0,30.0,@gmail.com
23679,1.0,1.0,2.0,43.0,@yahoo.com
23680,1.0,1.0,1.0,21.0,@gmail.com
23681,1.0,1.0,2.0,25.0,@gmail.com
23682,1.0,1.0,2.0,22.0,@gmail.com
23683,1.0,1.0,2.0,31.0,@gmail.com
23684,1.0,1.0,2.0,33.0,@gmail.com
23685,,1.0,0.0,,@gmail.com
23686,1.0,1.0,2.0,50.0,@yahoo.com
23687,1.0,1.0,2.0,21.0,@gmail.com
23688,1.0,1.0,4.0,42.0,@gmail.com
23689,1.0,1.0,1.0,63.0,@gmail.com
23690,1.0,1.0,2.0,39.0,@gmail.com
23691,,1.0,0.0,,@gmail.com
23692,1.0,1.0,2.0,20.0,@gmail.com
23693,1.0,1.0,1.0,24.0,@gmail.com
23694,1.0,1.0,1.0,23.0,@gmail.com
23695,1.0,1.0,2.0,28.0,@gmail.com
23696,,1.0,0.0,,@gmail.com
23697,1.0,1.0,4.0,27.0,@gmail.com
23698,1.0,1.0,2.0,36.0,@yahoo.com
23699,1.0,1.0,2.0,20.0,@ymail.com
23700,1.0,1.0,1.0,25.0,@gmail.com
23701,1.0,1.0,1.0,20.0,@gmail.com
23702,1.0,1.0,1.0,48.0,@gmail.com
23703,1.0,1.0,2.0,32.0,@gmail.com
23704,1.0,1.0,2.0,26.0,other
23705,1.0,1.0,1.0,27.0,@gmail.com
23706,1.0,1.0,2.0,42.0,@yahoo.com
23707,1.0,1.0,2.0,23.0,@yahoo.com
23708,1.0,1.0,2.0,29.0,@gmail.com
23709,1.0,1.0,2.0,31.0,@gmail.com
23710,1.0,1.0,1.0,29.0,@gmail.com
23711,1.0,1.0,1.0,28.0,@gmail.com
23712,1.0,1.0,2.0,26.0,@gmail.com
23713,1.0,1.0,1.0,37.0,other
23714,1.0,1.0,1.0,37.0,@gmail.com
23715,1.0,1.0,2.0,29.0,@gmail.com
